Credit Policy,Purpose,Interest Rate,Installments,Log Annual Income,Annual Income,Debt to Income Ratio,FICO Score,FICO Score Bucket,Days with Credit Line,Revolving Balance,Revolving Utilization,Inquiries Last 6 Months,Delinquencies 2 Years,Public Records,Not Fully Paid,,,,
1,Educational,10.28%,$29.16,9.392661929,"$12,000.00",16.70%,687,651-700,2069,"$3,084.00",65.60%,3,0,0,1,,,,
1,Small Business,9.96%,$417.62,11.42954386,"$92,000.00",6.48%,712,701-750,5610,"$2,598.00",23.80%,1,0,0,0,,,,
1,Credit Card,10.59%,$130.18,11.03488966,"$62,000.00",17.81%,682,651-700,6330,"$18,168.00",68.50%,2,0,0,0,,,,
1,All Other,11.22%,$98.53,10.40134951,"$32,904.00",22.79%,682,651-700,9389,"$24,218.00",85.30%,2,0,0,0,,,,
1,All Other,8.07%,$15.69,9.798127037,"$18,000.00",4.27%,722,701-750,1470,$0.00,0.00%,0,0,0,0,,,,
1,Credit Card,10.91%,$523.14,12.20607265,"$200,000.00",10.70%,697,651-700,7320,"$72,303.00",73.70%,1,0,0,0,,,,
1,All Other,8.70%,$557.23,11.9381932,"$153,000.00",0.12%,757,751-800,1128,"$1,032.00",5.00%,0,0,0,0,,,,
1,All Other,11.22%,$315.30,10.65725935,"$42,500.00",14.60%,677,651-700,3630,$133.00,4.20%,1,0,0,0,,,,
1,Debt Consolidation,11.54%,$527.93,10.70099475,"$44,400.00",12.16%,682,651-700,2130,"$34,023.00",57.70%,1,2,0,1,,,,
1,Major Purchase,7.43%,$93.23,11.1844214,"$72,000.00",11.18%,757,751-800,4500,"$12,430.00",29.60%,5,0,0,0,,,,
1,Debt Consolidation,7.75%,$202.94,10.77895629,"$48,000.00",13.53%,787,751-800,10260,"$10,742.00",8.90%,3,0,0,0,,,,
1,Debt Consolidation,11.86%,$165.74,10.59663473,"$40,000.00",7.02%,667,651-700,2789,"$2,197.00",75.80%,0,2,0,1,,,,
1,All Other,10.28%,$158.76,10.69194491,"$44,000.00",15.30%,692,651-700,4410,$88.00,23.80%,1,3,0,1,,,,
1,Debt Consolidation,10.28%,$485.99,10.81977828,"$50,000.00",11.88%,702,701-750,7020,"$13,867.00",33.70%,0,0,0,0,,,,
1,All Other,9.96%,$322.49,11.19134184,"$72,500.00",10.28%,702,701-750,4920,"$3,943.00",98.60%,3,0,0,1,,,,
1,Debt Consolidation,8.70%,$189.97,10.08580911,"$24,000.00",19.45%,757,751-800,3870,"$5,405.00",40.00%,2,0,0,0,,,,
1,Debt Consolidation,12.17%,$376.24,10.42228135,"$33,600.00",23.96%,712,701-750,3030,"$12,102.00",49.00%,1,0,0,0,,,,
1,Debt Consolidation,12.17%,$599.33,11.61045137,"$110,244.00",18.30%,682,651-700,4379,"$18,076.00",81.40%,1,0,0,0,,,,
1,Debt Consolidation,12.17%,$132.35,10.20359214,"$27,000.00",23.20%,702,701-750,5279,"$4,504.00",39.20%,1,0,0,1,,,,
1,Small Business,11.86%,$828.69,10.858999,"$52,000.00",9.74%,712,701-750,4859,"$25,852.00",60.50%,0,0,0,0,,,,
1,Credit Card,10.91%,$604.88,10.858999,"$52,000.00",17.56%,707,701-750,8061,"$32,438.00",43.00%,0,1,0,0,,,,
1,Debt Consolidation,8.70%,$538.23,10.93131966,"$55,900.00",11.51%,747,701-750,6240,"$20,380.00",48.10%,2,0,0,0,,,,
1,Credit Card,9.33%,$172.55,10.6454249,"$42,000.00",16.09%,707,701-750,2220,"$38,054.00",61.20%,0,0,0,0,,,,
1,Small Business,10.91%,$604.88,10.49127422,"$36,000.00",4.67%,697,651-700,1410,$25.00,0.20%,2,0,0,0,,,,
1,All Other,9.96%,$290.24,10.54534144,"$38,000.00",3.38%,697,651-700,1782,"$3,305.00",55.10%,2,0,0,0,,,,
1,Major Purchase,11.86%,$530.36,11.36674295,"$86,400.00",15.10%,682,651-700,3900,$348.00,4.80%,0,0,0,1,,,,
1,All Other,8.70%,$158.31,10.08580911,"$24,000.00",6.15%,722,701-750,1350,"$3,015.00",25.30%,0,0,0,0,,,,
1,Debt Consolidation,10.59%,$390.54,10.30895266,"$30,000.00",19.84%,702,701-750,2042,"$7,336.00",71.90%,1,0,0,0,,,,
1,Credit Card,12.49%,$301.04,10.858999,"$52,000.00",4.98%,662,651-700,6630,"$8,644.00",72.60%,1,0,0,0,,,,
1,Small Business,11.54%,$659.91,11.47210347,"$96,000.00",17.81%,707,701-750,3629,$93.00,0.00%,2,0,0,1,,,,
1,Small Business,7.43%,$217.52,10.66895539,"$43,000.00",1.65%,777,751-800,2879,"$2,698.00",9.50%,0,0,0,0,,,,
1,Home Improvement,10.28%,$388.79,11.48246626,"$97,000.00",5.58%,697,651-700,4800,"$19,009.00",30.00%,0,0,0,0,,,,
1,Major Purchase,8.70%,$158.31,10.77895629,"$48,000.00",0.38%,717,701-750,12930,$498.00,7.30%,2,1,0,0,,,,
1,Debt Consolidation,12.17%,$319.64,11.00209984,"$60,000.00",19.28%,672,651-700,4740,"$10,358.00",91.70%,2,0,1,1,,,,
1,Credit Card,10.28%,$103.68,11.22524339,"$75,000.00",9.70%,682,651-700,12780,"$2,105.00",45.30%,0,3,0,0,,,,
1,Home Improvement,9.64%,$154.08,11.00209984,"$60,000.00",12.94%,697,651-700,2969,"$2,822.00",9.90%,3,0,0,0,,,,
1,Debt Consolidation,10.59%,$650.90,11.58988651,"$108,000.00",11.96%,707,701-750,5070,"$21,004.00",97.70%,0,0,0,0,,,,
1,All Other,13.75%,$81.74,10.75790288,"$47,000.00",24.08%,667,651-700,2820,"$11,675.00",75.80%,1,0,0,0,,,,
1,All Other,9.01%,$238.54,9.875088078,"$19,440.00",10.37%,712,701-750,1230,"$3,933.00",43.70%,0,0,0,0,,,,
1,Debt Consolidation,12.80%,$335.98,10.98189713,"$58,800.00",7.51%,662,651-700,4109,"$7,251.00",80.60%,3,0,2,0,,,,
1,All Other,12.17%,$93.23,10.71441777,"$45,000.00",19.19%,692,651-700,4440,$88.00,44.00%,1,3,0,1,,,,
1,All Other,9.33%,$95.87,10.50780352,"$36,600.00",2.69%,697,651-700,4680,"$1,492.00",33.20%,2,0,0,0,,,,
1,Debt Consolidation,9.96%,$95.94,10.1266311,"$25,000.00",14.16%,692,651-700,1918,"$7,121.00",33.70%,0,0,0,0,,,,
1,Debt Consolidation,12.80%,$554.37,11.03488966,"$62,000.00",19.22%,677,651-700,3060,"$17,641.00",69.50%,2,0,0,0,,,,
1,Small Business,14.38%,$859.07,11.28978191,"$80,000.00",20.79%,682,651-700,3059,"$30,946.00",61.50%,3,0,0,1,,,,
1,Major Purchase,8.38%,$472.68,11.2515607,"$77,000.00",7.96%,772,751-800,5909,$0.00,0.00%,0,0,0,0,,,,
1,Credit Card,10.91%,$586.90,11.22524339,"$75,000.00",10.34%,697,651-700,2669,"$23,391.00",90.70%,1,0,0,0,,,,
1,Major Purchase,9.64%,$224.69,9.878169745,"$19,500.00",21.23%,772,751-800,5881,"$16,324.00",48.00%,0,0,0,0,,,,
1,Debt Consolidation,12.80%,$483.81,10.49460201,"$36,120.00",8.47%,662,651-700,2670,"$7,104.00",93.50%,2,0,0,1,,,,
1,Debt Consolidation,12.17%,$399.55,10.08580911,"$24,000.00",14.50%,672,651-700,1950,"$9,273.00",43.90%,0,0,0,0,,,,
1,Debt Consolidation,11.86%,$232.04,10.82774645,"$50,400.00",17.02%,672,651-700,4380,"$6,718.00",94.60%,3,0,0,0,,,,
1,Small Business,9.64%,$802.47,11.22524339,"$75,000.00",17.06%,767,751-800,5691,"$12,017.00",12.10%,4,0,0,1,,,,
1,Debt Consolidation,10.91%,$304.90,11.16368368,"$70,522.26",18.96%,692,651-700,5430,"$5,749.00",43.20%,1,1,0,0,,,,
1,Small Business,12.49%,$836.23,11.27545477,"$78,862.00",7.99%,692,651-700,4739,"$6,530.00",21.80%,0,1,0,0,,,,
1,All Other,7.75%,$124.89,10.08580911,"$24,000.00",6.00%,752,751-800,2729,"$2,666.00",12.10%,0,0,0,0,,,,
1,All Other,10.28%,$113.40,10.77895629,"$48,000.00",17.65%,687,651-700,2070,"$3,761.00",55.40%,2,0,0,0,,,,
1,Credit Card,14.07%,$842.47,11.69524702,"$120,000.00",12.81%,677,651-700,5340,"$33,698.00",91.30%,0,0,0,0,,,,
1,Debt Consolidation,10.91%,$817.41,11.19821472,"$73,000.00",22.13%,737,701-750,9900,"$3,472.00",4.50%,1,0,0,1,,,,
1,Debt Consolidation,15.96%,$421.65,10.46287474,"$34,992.00",20.82%,667,651-700,6750,"$14,534.00",48.90%,3,1,0,0,,,,
1,Educational,9.33%,$575.17,11.00209984,"$60,000.00",9.96%,732,701-750,2732,"$6,703.00",47.50%,1,0,0,0,,,,
1,All Other,13.12%,$405.03,11.56171563,"$105,000.00",18.25%,667,651-700,4358,"$5,861.00",53.80%,2,0,0,0,,,,
1,Debt Consolidation,12.80%,$167.99,10.14564911,"$25,480.00",18.65%,662,651-700,1380,"$5,061.00",72.30%,0,1,0,0,,,,
1,Debt Consolidation,9.96%,$677.22,10.89857098,"$54,099.00",3.77%,722,701-750,6149,"$16,888.00",39.50%,0,0,0,0,,,,
1,All Other,11.54%,$131.99,10.83863929,"$50,952.00",9.14%,667,651-700,3990,$463.00,92.60%,0,0,0,0,,,,
1,Debt Consolidation,9.33%,$281.20,10.1266311,"$25,000.00",0.00%,712,701-750,3360,$0.00,0.00%,0,1,0,0,,,,
1,Debt Consolidation,9.64%,$802.47,10.77895629,"$48,000.00",9.78%,742,701-750,2550,"$8,283.00",12.70%,4,0,0,0,,,,
1,Credit Card,10.91%,$505.16,11.61728548,"$111,000.00",10.86%,687,651-700,3420,"$46,525.00",93.60%,0,0,0,0,,,,
1,Home Improvement,7.43%,$180.23,10.62861778,"$41,300.00",2.32%,772,751-800,2610,"$2,650.00",6.60%,0,0,0,0,,,,
1,Small Business,9.33%,$798.84,11.51292546,"$100,000.00",1.57%,762,751-800,6359,$17.00,0.10%,5,0,0,1,,,,
1,All Other,9.33%,$319.54,10.50506754,"$36,500.00",19.46%,727,701-750,4470,$827.00,6.60%,2,0,0,1,,,,
1,Debt Consolidation,9.64%,$32.10,8.517193191,"$5,000.00",18.00%,702,701-750,1200,$961.00,26.00%,2,0,0,0,,,,
1,Debt Consolidation,9.64%,$192.60,9.798127037,"$18,000.00",2.87%,697,651-700,1199,"$1,554.00",29.30%,1,0,0,0,,,,
1,Home Improvement,14.07%,$764.64,11.81303006,"$135,000.00",3.66%,672,651-700,5790,"$10,753.00",52.30%,2,3,0,1,,,,
1,All Other,7.12%,$30.94,11.69524702,"$120,000.00",0.65%,792,751-800,3810,"$2,227.00",3.80%,1,0,0,0,,,,
1,Credit Card,9.01%,$381.66,11.51961693,"$100,671.39",6.64%,722,701-750,10290,"$7,606.00",18.60%,0,0,1,0,,,,
1,Debt Consolidation,12.49%,$301.04,11.00209984,"$60,000.00",4.64%,662,651-700,2222,"$8,355.00",34.40%,0,2,0,1,,,,
1,Credit Card,14.38%,$687.25,11.32659589,"$83,000.00",16.05%,667,651-700,2190,"$27,293.00",86.60%,0,0,0,0,,,,
1,Debt Consolidation,9.64%,$320.99,11.1124479,"$67,000.00",3.60%,712,701-750,2850,"$10,157.00",26.20%,0,1,0,0,,,,
1,Small Business,14.70%,$862.97,11.3736634,"$87,000.00",5.79%,677,651-700,4739,"$4,209.00",75.20%,2,0,0,1,,,,
1,Credit Card,8.07%,$250.95,10.89673933,"$54,000.00",10.44%,767,751-800,3449,$0.00,0.00%,1,0,0,0,,,,
1,All Other,7.43%,$87.01,10.28793329,"$29,376.00",3.96%,767,751-800,3930,"$1,773.00",5.00%,1,0,0,0,,,,
1,All Other,7.75%,$62.45,10.08580911,"$24,000.00",2.40%,742,701-750,2290,$949.00,55.80%,1,0,0,1,,,,
1,Home Improvement,13.75%,$851.41,11.22524339,"$75,000.00",19.78%,687,651-700,2399,"$12,308.00",43.60%,2,0,0,1,,,,
1,Credit Card,10.59%,$244.09,10.59600954,"$39,975.00",12.10%,687,651-700,4019,"$7,914.00",30.80%,3,2,0,0,,,,
1,Debt Consolidation,14.38%,$687.25,10.65725935,"$42,500.00",15.70%,672,651-700,3690,"$9,150.00",96.30%,0,0,0,0,,,,
1,Debt Consolidation,11.22%,$656.86,10.55986701,"$38,556.00",14.04%,702,701-750,1800,"$21,777.00",53.70%,3,0,0,0,,,,
1,All Other,12.80%,$537.57,11.48440253,"$97,188.00",12.43%,667,651-700,2580,"$4,281.00",63.00%,3,0,0,0,,,,
1,Debt Consolidation,9.64%,$320.99,10.12502982,"$24,960.00",8.17%,712,701-750,3300,"$4,475.00",63.00%,0,0,0,0,,,,
1,Debt Consolidation,9.96%,$386.99,11.51292546,"$100,000.00",8.17%,707,701-750,3839,"$25,413.00",45.20%,2,0,0,0,,,,
1,Small Business,8.38%,$315.12,11.58058411,"$107,000.00",2.28%,742,701-750,4740,"$15,043.00",65.20%,2,0,0,0,,,,
1,Major Purchase,10.59%,$292.91,10.16277015,"$25,920.00",5.56%,682,651-700,1350,"$6,353.00",39.50%,2,0,0,0,,,,
1,Debt Consolidation,8.07%,$125.48,9.980448594,"$21,600.00",10.33%,742,701-750,1920,"$3,737.00",55.80%,1,0,0,0,,,,
1,Debt Consolidation,9.33%,$383.45,11.13663073,"$68,640.00",7.47%,717,701-750,5580,"$11,370.00",41.60%,0,2,0,0,,,,
1,Debt Consolidation,13.43%,$523.78,10.49127422,"$36,000.00",17.40%,667,651-700,10380,"$18,403.00",73.30%,0,1,0,0,,,,
1,All Other,12.17%,$199.78,11.69524702,"$120,000.00",6.81%,662,651-700,2041,"$19,504.00",77.30%,0,0,0,0,,,,
1,Debt Consolidation,9.33%,$575.17,11.53272809,"$102,000.00",16.95%,747,701-750,3630,"$10,463.00",8.20%,2,0,0,0,,,,
1,Debt Consolidation,9.01%,$95.42,9.210340372,"$10,000.00",6.72%,707,701-750,3329,"$2,808.00",51.10%,3,1,0,0,,,,
1,Debt Consolidation,9.01%,$477.07,11.17043516,"$71,000.00",6.88%,742,701-750,4589,"$6,297.00",14.50%,0,0,0,0,,,,
1,All Other,8.07%,$345.06,11.03488966,"$62,000.00",14.07%,792,751-800,7867,"$33,060.00",21.70%,0,0,0,0,,,,
1,All Other,11.22%,$155.19,9.893437217,"$19,800.00",23.03%,717,701-750,2580,"$4,500.00",13.00%,0,0,0,1,,,,
1,Home Improvement,9.96%,$644.97,11.21171226,"$73,992.00",13.28%,732,701-750,1770,"$2,344.00",9.80%,1,0,0,0,,,,
1,All Other,7.12%,$92.80,11.01205017,"$60,600.00",1.19%,797,751-800,6270,"$2,907.00",4.00%,0,0,0,0,,,,
1,Debt Consolidation,9.96%,$306.36,10.96819829,"$58,000.00",21.93%,727,701-750,4593,"$26,218.00",28.70%,2,0,0,0,,,,
1,Debt Consolidation,11.54%,$143.53,9.998797732,"$22,000.00",24.71%,707,701-750,1291,"$5,967.00",25.50%,0,0,0,0,,,,
1,Credit Card,9.64%,$288.89,11.62625415,"$112,000.00",10.36%,702,701-750,6119,"$27,786.00",85.50%,2,0,1,1,,,,
1,All Other,9.33%,$87.88,11.62625415,"$112,000.00",13.46%,702,701-750,6120,"$27,786.00",85.50%,2,0,1,1,,,,
1,All Other,9.01%,$381.66,11.69524702,"$120,000.00",4.28%,722,701-750,4080,"$7,335.00",45.80%,1,1,0,0,,,,
1,Debt Consolidation,11.22%,$197.06,10.80972795,"$49,500.00",0.00%,672,651-700,2519,$0.00,0.00%,1,1,0,0,,,,
1,Credit Card,8.07%,$83.92,10.59663473,"$40,000.00",16.68%,737,701-750,6988,"$19,210.00",48.30%,0,0,0,0,,,,
1,Small Business,9.64%,$481.48,10.59663473,"$40,000.00",4.05%,717,701-750,2759,"$11,601.00",85.90%,3,0,0,0,,,,
1,Debt Consolidation,9.96%,$253.16,10.16585182,"$26,000.00",6.14%,697,651-700,2040,$991.00,34.20%,1,0,0,0,,,,
1,All Other,7.43%,$77.69,13.16542287,"$522,000.00",2.45%,762,751-800,6240,"$141,287.00",9.40%,5,1,0,0,,,,
1,All Other,10.14%,$97.00,11.69524702,"$120,000.00",8.71%,687,651-700,2311,$199.00,1.10%,1,1,0,0,,,,
1,All Other,10.46%,$259.87,11.69524702,"$120,000.00",11.28%,692,651-700,5018,"$63,580.00",80.60%,1,0,0,1,,,,
1,Home Improvement,7.43%,$124.30,11.04292184,"$62,500.00",5.82%,772,751-800,5430,$773.00,4.80%,0,0,0,0,,,,
1,Debt Consolidation,13.30%,$67.68,9.798127037,"$18,000.00",22.00%,662,651-700,1470,"$1,042.00",37.20%,3,1,0,0,,,,
1,Debt Consolidation,13.30%,$406.07,10.20359214,"$27,000.00",7.16%,662,651-700,1530,$137.00,3.20%,1,1,0,1,,,,
1,Credit Card,9.83%,$241.41,11.47210347,"$96,000.00",2.69%,712,701-750,4709,"$1,944.00",47.40%,0,0,1,0,,,,
1,Small Business,13.93%,$170.72,10.54534144,"$38,000.00",20.72%,662,651-700,7109,"$16,613.00",18.30%,1,1,0,1,,,,
1,Educational,8.38%,$293.85,9.392661929,"$12,000.00",0.00%,737,701-750,1139,$0.00,0.00%,1,0,0,0,,,,
1,Credit Card,13.30%,$318.09,10.81977828,"$50,000.00",17.04%,662,651-700,6179,"$5,181.00",97.80%,3,0,1,0,,,,
1,Major Purchase,9.20%,$63.79,10.08580911,"$24,000.00",18.65%,727,701-750,3455,$597.00,14.20%,2,1,0,0,,,,
1,All Other,7.43%,$217.52,11.00209984,"$60,000.00",1.72%,807,801-850,7230,"$3,202.00",1.10%,1,0,0,0,,,,
1,Credit Card,12.36%,$667.74,11.79810441,"$133,000.00",13.42%,687,651-700,3420,"$46,086.00",92.70%,0,0,0,0,,,,
1,Debt Consolidation,12.36%,$133.55,10.81977828,"$50,000.00",8.66%,662,651-700,6839,"$9,380.00",44.10%,1,0,1,1,,,,
1,Debt Consolidation,10.14%,$421.14,10.59663473,"$40,000.00",17.01%,752,751-800,4349,"$35,944.00",56.20%,2,0,0,0,,,,
1,All Other,13.62%,$339.94,10.80972795,"$49,500.00",1.21%,672,651-700,2519,$0.00,0.00%,0,1,0,0,,,,
1,Debt Consolidation,10.78%,$365.51,11.00209984,"$60,000.00",14.26%,702,701-750,6780,"$7,973.00",89.60%,0,0,0,0,,,,
1,Debt Consolidation,8.07%,$313.69,10.11050172,"$24,600.00",9.95%,752,751-800,5167,"$8,522.00",21.70%,1,0,0,0,,,,
1,Credit Card,15.83%,$876.83,11.69524702,"$120,000.00",18.08%,677,651-700,3330,"$62,976.00",86.10%,2,2,0,0,,,,
1,Debt Consolidation,13.62%,$316.99,10.30895266,"$30,000.00",21.88%,667,651-700,1601,"$7,429.00",82.50%,0,0,0,0,,,,
1,Small Business,12.36%,$701.12,10.77895629,"$48,000.00",0.85%,682,651-700,2579,$639.00,13.60%,1,0,0,1,,,,
1,Debt Consolidation,10.14%,$485.00,11.38845009,"$88,296.00",13.73%,732,701-750,5489,"$14,903.00",35.30%,0,0,0,0,,,,
1,Debt Consolidation,12.36%,$133.55,10.59653473,"$39,996.00",9.48%,662,651-700,4080,"$2,923.00",28.40%,3,0,0,0,,,,
1,Credit Card,8.38%,$362.39,11.58058411,"$107,000.00",8.16%,757,751-800,5790,"$18,314.00",50.60%,1,0,0,0,,,,
1,All Other,7.12%,$108.27,10.26813067,"$28,800.00",0.00%,777,751-800,3034,$150.00,7.50%,1,0,0,0,,,,
1,All Other,12.36%,$240.39,9.757305042,"$17,280.00",4.58%,662,651-700,3840,$0.00,0.00%,2,0,0,0,,,,
1,All Other,7.43%,$62.15,11.12714533,"$67,992.00",9.99%,767,751-800,8190,"$2,475.00",5.40%,1,1,0,0,,,,
1,All Other,8.38%,$66.18,9.893437217,"$19,800.00",2.36%,722,701-750,5790,"$1,489.00",62.00%,1,0,0,0,,,,
1,Debt Consolidation,11.09%,$327.82,10.63344871,"$41,500.00",19.32%,702,701-750,2849,"$15,368.00",87.10%,0,0,0,0,,,,
1,All Other,7.43%,$69.14,11.69524702,"$120,000.00",7.67%,762,751-800,6007,"$21,521.00",29.50%,1,0,0,1,,,,
1,Home Improvement,10.78%,$313.30,11.02190247,"$61,200.00",14.06%,702,701-750,5700,"$4,781.00",15.50%,2,0,0,1,,,,
1,Debt Consolidation,11.41%,$329.34,11.27090486,"$78,504.00",14.03%,692,651-700,4470,"$8,473.00",27.60%,3,1,1,0,,,,
1,All Other,12.36%,$292.97,10.727663,"$45,600.00",15.53%,677,651-700,1848,"$8,494.00",44.20%,1,0,0,0,,,,
1,All Other,8.38%,$315.12,11.15051985,"$69,600.00",14.03%,762,751-800,5519,"$11,333.00",45.50%,5,0,0,0,,,,
1,Debt Consolidation,8.07%,$225.86,11.02190247,"$61,200.00",17.00%,762,751-800,5340,"$9,366.00",40.70%,4,0,0,1,,,,
1,Major Purchase,8.38%,$63.03,10.46493024,"$35,064.00",18.96%,742,701-750,2190,"$4,922.00",30.60%,0,0,0,0,,,,
1,Debt Consolidation,12.67%,$536.57,11.42081018,"$91,200.00",10.13%,677,651-700,5280,"$23,129.00",79.80%,0,1,0,1,,,,
1,Small Business,12.04%,$126.29,11.05089001,"$63,000.00",12.50%,667,651-700,3300,"$29,736.00",80.20%,3,0,0,0,,,,
1,Credit Card,9.51%,$192.23,11.60823564,"$110,000.00",16.87%,722,701-750,8519,"$67,232.00",41.10%,1,0,0,0,,,,
1,All Other,10.14%,$97.00,10.77895629,"$48,000.00",0.00%,692,651-700,5160,$0.00,0.00%,0,0,0,0,,,,
1,Debt Consolidation,9.20%,$318.93,11.25480219,"$77,250.00",5.93%,727,701-750,4800,"$11,496.00",26.60%,0,0,0,0,,,,
1,Credit Card,10.78%,$228.45,10.50506754,"$36,500.00",7.76%,687,651-700,2010,"$6,999.00",65.70%,0,0,0,0,,,,
1,All Other,11.72%,$72.78,10.57821615,"$39,270.00",17.20%,667,651-700,1410,"$4,863.00",69.50%,0,1,0,0,,,,
1,All Other,11.41%,$16.47,9.878169745,"$19,500.00",3.69%,667,651-700,8820,"$12,229.00",90.60%,0,0,1,0,,,,
1,All Other,7.75%,$124.89,10.96127785,"$57,600.00",1.33%,767,751-800,2485,"$2,325.00",8.20%,0,0,0,0,,,,
1,All Other,11.09%,$262.26,11.1844214,"$72,000.00",5.12%,687,651-700,1949,"$14,653.00",95.10%,0,0,0,1,,,,
1,Credit Card,8.38%,$236.34,11.22524339,"$75,000.00",6.06%,742,701-750,3149,"$4,286.00",40.40%,0,0,0,0,,,,
1,Debt Consolidation,12.04%,$265.87,10.70738554,"$44,684.66",16.06%,677,651-700,1949,"$8,009.00",68.50%,0,0,0,0,,,,
1,Debt Consolidation,7.75%,$101.47,10.49127422,"$36,000.00",2.73%,742,701-750,2550,"$2,353.00",12.40%,0,0,0,1,,,,
1,Debt Consolidation,7.75%,$218.55,10.81769612,"$49,896.00",10.37%,767,751-800,4410,"$6,634.00",9.40%,0,0,0,0,,,,
1,Debt Consolidation,10.14%,$38.80,10.30895266,"$30,000.00",19.76%,702,701-750,4529,$0.00,0.00%,0,0,0,0,,,,
1,Credit Card,11.41%,$247.00,11.1844214,"$72,000.00",14.65%,682,651-700,3329,"$5,608.00",47.10%,0,0,0,0,,,,
1,Debt Consolidation,12.99%,$673.79,10.77895629,"$48,000.00",18.98%,682,651-700,4830,"$13,649.00",42.40%,1,0,0,1,,,,
1,All Other,10.78%,$79.96,10.54534144,"$38,000.00",14.84%,677,651-700,4140,"$9,973.00",33.80%,0,0,0,0,,,,
1,Debt Consolidation,12.04%,$498.51,10.75790288,"$47,000.00",17.95%,677,651-700,2609,"$16,502.00",63.00%,0,0,0,0,,,,
1,Debt Consolidation,14.88%,$692.14,11.23848862,"$76,000.00",7.11%,667,651-700,3899,"$15,773.00",95.00%,0,0,0,1,,,,
1,Small Business,9.51%,$800.95,11.08214255,"$65,000.00",2.14%,777,751-800,4559,"$3,326.00",14.30%,6,0,0,0,,,,
1,Debt Consolidation,9.83%,$289.69,9.980448594,"$21,600.00",4.83%,712,701-750,1620,"$7,263.00",39.00%,0,0,0,0,,,,
1,All Other,8.38%,$264.71,10.54796956,"$38,100.00",13.10%,767,751-800,7560,"$3,451.00",19.40%,0,0,0,0,,,,
1,Debt Consolidation,12.67%,$117.38,10.77895629,"$48,000.00",13.10%,662,651-700,9659,"$16,770.00",50.70%,0,0,0,0,,,,
1,All Other,10.78%,$293.72,10.49127422,"$36,000.00",7.93%,692,651-700,2429,"$17,042.00",75.10%,0,0,0,0,,,,
1,Major Purchase,12.67%,$563.40,11.00209984,"$60,000.00",20.06%,697,651-700,4560,"$10,686.00",49.40%,0,0,0,0,,,,
1,Credit Card,9.20%,$318.93,12.01370075,"$165,000.00",0.33%,732,701-750,3600,$45.00,0.40%,0,0,0,0,,,,
1,All Other,9.51%,$230.68,10.38887228,"$32,496.00",15.84%,717,701-750,1800,"$3,247.00",33.30%,1,0,0,0,,,,
1,Debt Consolidation,15.20%,$730.04,11.22524339,"$75,000.00",21.84%,677,651-700,2640,"$27,839.00",72.70%,0,1,0,0,,,,
1,All Other,7.75%,$312.22,11.65702581,"$115,500.00",2.89%,807,801-850,5160,$0.00,0.00%,1,0,0,0,,,,
1,Major Purchase,8.07%,$250.95,11.00209984,"$60,000.00",9.58%,757,751-800,13109,"$17,246.00",13.70%,1,0,0,0,,,,
1,Debt Consolidation,14.25%,$514.49,10.77895629,"$48,000.00",19.05%,667,651-700,6209,"$14,036.00",64.40%,0,0,0,0,,,,
1,Small Business,10.46%,$16.25,10.16585182,"$26,000.00",14.17%,692,651-700,4919,"$5,643.00",60.70%,0,0,0,0,,,,
1,Debt Consolidation,12.04%,$372.22,10.71441777,"$45,000.00",21.33%,697,651-700,4710,"$17,850.00",66.30%,1,0,0,0,,,,
1,Debt Consolidation,9.51%,$320.38,10.91508846,"$55,000.00",7.59%,722,701-750,2340,"$8,382.00",20.40%,1,0,0,0,,,,
1,Small Business,18.36%,$504.13,11.33857208,"$84,000.00",23.04%,662,651-700,6690,"$24,280.00",93.40%,3,0,0,0,,,,
1,Debt Consolidation,11.72%,$413.51,10.49127422,"$36,000.00",11.90%,677,651-700,2970,"$8,375.00",91.00%,3,0,0,0,,,,
1,All Other,10.14%,$485.00,11.33857208,"$84,000.00",19.86%,742,701-750,2763,"$6,437.00",28.60%,4,0,0,0,,,,
1,Credit Card,11.72%,$307.66,11.03488966,"$62,000.00",20.09%,697,651-700,6392,"$16,890.00",64.00%,0,0,0,0,,,,
1,All Other,10.78%,$130.54,10.37349118,"$32,000.00",0.38%,682,651-700,1290,$887.00,38.60%,0,0,0,0,,,,
1,Debt Consolidation,12.99%,$370.59,10.86856845,"$52,500.00",17.94%,667,651-700,3269,"$17,771.00",52.10%,2,0,0,1,,,,
1,Debt Consolidation,12.99%,$539.03,10.66895539,"$43,000.00",14.82%,677,651-700,8159,"$13,115.00",42.30%,2,2,0,0,,,,
1,Major Purchase,7.75%,$312.22,10.08580911,"$24,000.00",0.00%,787,751-800,3809,"$5,028.00",12.10%,0,0,0,1,,,,
1,All Other,10.78%,$70.17,9.308283446,"$11,029.00",19.15%,692,651-700,2399,$1.00,0.20%,2,0,1,1,,,,
1,Debt Consolidation,10.78%,$440.57,10.52406404,"$37,200.00",12.58%,702,701-750,2130,"$10,251.00",33.00%,0,0,0,0,,,,
1,All Other,9.20%,$175.42,10.51867319,"$37,000.00",16.74%,727,701-750,4590,"$6,566.00",48.60%,1,0,0,0,,,,
1,All Other,10.46%,$194.91,10.81977828,"$50,000.00",5.06%,687,651-700,4464,"$9,516.00",63.40%,1,0,0,0,,,,
1,Debt Consolidation,11.72%,$165.41,11.00209984,"$60,000.00",0.00%,672,651-700,2520,"$2,126.00",6.40%,1,0,0,0,,,,
